protocol,event,owner,first_liq
moonwell,Aug-2024,0x08d15ab680623298615187ca89e5561d57210f8b,2024-08-05T10:16:47.000Z
moonwell,Aug-2024,0x394c6354030138548853bb51b6312688275e2973,2024-08-05T03:54:31.000Z
moonwell,Aug-2024,0x98286d6b494e237bc4ab185f7cb116c1f10fb439,2024-08-05T01:24:59.000Z
moonwell,Aug-2024,0xce8453cc4200c37b25fef3c8c90f544d1370e248,2024-08-05T01:16:31.000Z
moonwell,Aug-2024,0xb7ac8a9bddf26a9e5cfec84aa2972861c967609e,2024-08-07T23:34:47.000Z
moonwell,Aug-2024,0x5ab1bc5078a41ff0ee04f10220a61b4a898ce4b8,2024-08-04T23:48:57.000Z
moonwell,Aug-2024,0xb59b715e94f7fab8724a7b2e6d9a62981d264a5b,2024-08-04T23:28:23.000Z
moonwell,Aug-2024,0x60dbc63c8aa99d416aec4b9f9954dfb7f2aa329a,2024-08-04T22:40:37.000Z
moonwell,Aug-2024,0x8349620fe7d662f73fa43a23c8478effa87f3ac6,2024-08-07T21:44:05.000Z
moonwell,Aug-2024,0x8c34c35dc69f9daaad0f101652542c35cc5f695b,2024-08-06T21:47:29.000Z
moonwell,Aug-2024,0xfb95f97662a0e49ee0ff7c1d0631816db87bcd35,2024-08-06T22:22:11.000Z
moonwell,Aug-2024,0x65ae86e279f30ff0cb970b474e9e92e179ae123f,2024-08-04T17:45:15.000Z
moonwell,Aug-2024,0x200c4fceef176682f89c3b05368737bb60d0d2f8,2024-08-04T21:33:13.000Z
moonwell,Aug-2024,0x2c252821b1e69df0f2560d9cf3dbb15ca0b62fbe,2024-08-05T07:10:19.000Z
moonwell,Aug-2024,0xf524ab60e2d617b8b8bd8b859735b342010e00de,2024-08-04T01:20:07.000Z
moonwell,Aug-2024,0xf7524e011af8672f1931a86d808de3ccb537afd5,2024-08-07T23:22:13.000Z
moonwell,Aug-2024,0x10c49027f697778ef5949edc0c15b157de60e0c1,2024-08-04T21:25:27.000Z
moonwell,Aug-2024,0x79e10703c8da400d692d8272127d82f10b6303e0,2024-08-05T21:49:55.000Z
moonwell,Aug-2024,0x4e12d870e0e841577a1d6ea08898b44cb1d0681c,2024-08-04T17:45:15.000Z
moonwell,Aug-2024,0x0c955f06717da3e21a65b14943a628111c87b241,2024-08-07T22:21:21.000Z
moonwell,Aug-2024,0x45aa4609bf42e7a3cc6c38eb5aed6883f7c3460e,2024-08-07T23:42:25.000Z
moonwell,Aug-2024,0x6747b1f89b3a6e55f869e000a7f99382ccfe1ecd,2024-08-05T06:26:21.000Z
moonwell,Aug-2024,0x959b9ddc1160688309dd97edea43d757acc45460,2024-08-04T23:33:41.000Z
moonwell,Aug-2024,0xa8709d5db300ebd6bf968634e9cf7c8e4b6830a8,2024-08-04T18:47:17.000Z
moonwell,Aug-2024,0x16408303450d76a730f9d21454145fc3b1561327,2024-08-05T01:17:19.000Z
moonwell,Aug-2024,0xb45b4a07131dda7559d7cbe22a97343627df0996,2024-08-06T03:53:33.000Z
moonwell,Aug-2024,0x316333005aed8dd77eff98660e385fad2da4101f,2024-08-05T01:17:21.000Z
moonwell,Aug-2024,0xe868759a8b2accc9867af7743e6225224ae70ca8,2024-08-05T11:33:57.000Z
moonwell,Aug-2024,0x24f98f4248eeafccf4125ef81b0e956a6387c503,2024-08-04T01:05:37.000Z
moonwell,Aug-2024,0x4ab14276af9df6e1ca74b172008c789241197952,2024-08-05T02:14:25.000Z
moonwell,Aug-2024,0xd815ff85f12b1553b597f50cfbe6cebf12569648,2024-08-05T03:57:43.000Z
moonwell,Aug-2024,0x3d40ac1ff6c11ea200a86e9bc761c244149ba5c0,2024-08-05T01:25:59.000Z
moonwell,Aug-2024,0xbdb2cbee0c6249b2f9ea0b9df101247a1f654335,2024-08-04T23:11:15.000Z
moonwell,Aug-2024,0x75f0b852b613bb1e16e46d2a1d1661ca51f33aff,2024-08-05T01:24:57.000Z
moonwell,Aug-2024,0x44b91c1b665f4ece2f0eaef72015d5785d1e0b91,2024-08-05T10:16:47.000Z
moonwell,Aug-2024,0x3c064fa96b5316a5f12824804ca771c02271f045,2024-08-04T01:18:03.000Z
moonwell,Aug-2024,0xf77b1a06961287f7d15f35ceada4a6bf06b37c04,2024-08-04T21:29:41.000Z
moonwell,Aug-2024,0x1e2290e6538491d4942a4a2627a8365a66a4f5e8,2024-08-06T21:45:43.000Z
moonwell,Aug-2024,0xc9380405cd61a1c843cd2f6bcaa9d98433837f20,2024-08-05T10:16:47.000Z
moonwell,Aug-2024,0x009be37f47731448749c0781594a01753a8f7bd4,2024-08-06T04:10:43.000Z
moonwell,Aug-2024,0x70a077ccdbb220761b1fe809b304c378a3fa82b3,2024-08-05T01:25:59.000Z
moonwell,Aug-2024,0xbcf262fea898fb8597b186677baf3eed306accbd,2024-08-05T01:18:13.000Z
moonwell,Aug-2024,0x9fa26307464d23faa7155ef39a5cb5d055b05768,2024-08-04T16:58:37.000Z
moonwell,Aug-2024,0xa05907f900be8f1c1964628bc3d81542a4aa776b,2024-08-04T22:37:23.000Z
moonwell,Aug-2024,0x921273aaee51ac1df1fc11dea40e3f5fa7dca49d,2024-08-04T00:55:55.000Z
moonwell,Aug-2024,0x3253af552ddb4c494d10c1cb68ae6ee1b4133890,2024-08-05T06:26:07.000Z
moonwell,Aug-2024,0xeb1d7335c6113a526218797f51ff4f9381f9528e,2024-08-05T03:41:11.000Z
moonwell,Aug-2024,0xbae64908107945f1644388350a3552f5af11891c,2024-08-07T23:36:21.000Z
moonwell,Aug-2024,0xd5c5b083d426d1fe1d19c9bc493aa5cfc36473af,2024-08-06T22:11:31.000Z
moonwell,Aug-2024,0x57ad05249740df19a77103fcb0b0e03385ae17fe,2024-08-05T03:45:43.000Z
moonwell,Aug-2024,0xd316d667803d5c3dd4eb210d322e257620a2f75a,2024-08-04T22:05:47.000Z
moonwell,Aug-2024,0xcea51025f8046e4ab4df3092bed64dd9ebeeada1,2024-08-05T01:24:57.000Z
moonwell,Aug-2024,0xab3e1b272c45d5d8727ba20234a2eacb5e26b0e4,2024-08-07T22:56:59.000Z
moonwell,Aug-2024,0xb7e2f6696d3c147210e3c670552104118ac9ca11,2024-08-04T23:28:09.000Z
moonwell,Aug-2024,0x295870d54a0437cb05292f00aaf79243606cca10,2024-08-06T21:49:45.000Z
moonwell,Aug-2024,0x5efc75a957290e94886f7abefa721c9ac84a8173,2024-08-06T04:01:07.000Z
moonwell,Aug-2024,0x6b503c7a6ecde44ec874e189131e6d4d20fd3f82,2024-08-05T01:17:19.000Z
moonwell,Aug-2024,0xc8ca694db1d4c955d035f10a5d021126182847ae,2024-08-05T10:10:49.000Z
moonwell,Aug-2024,0x70607db737246d20a81ca0cd651678aa94b81e5e,2024-08-04T01:32:35.000Z
moonwell,Aug-2024,0x5f296272d5f3253e290745d8dba03404e72ae223,2024-08-05T21:49:55.000Z
moonwell,Aug-2024,0x82f1b033be680856c3c0445a32ed99e7aa9e2110,2024-08-04T17:10:09.000Z
moonwell,Aug-2024,0xa92989e11e9d35726e39e417d699d76b9f4ba33b,2024-08-05T04:22:57.000Z
moonwell,Aug-2024,0xe41504b2a16dabf632d5032b028ef9d55c3f73f3,2024-08-04T23:15:21.000Z
moonwell,Aug-2024,0x41a852bc1b754e27039e2e70d523a43f65051cbd,2024-08-04T00:01:35.000Z
moonwell,Aug-2024,0x96da74f197427cf8b8a0966a5005c568ee9440c0,2024-08-04T17:36:43.000Z
moonwell,Aug-2024,0x1dd516e8859a38c01229f7136ab5105bf5adba6e,2024-08-06T10:59:53.000Z
moonwell,Aug-2024,0xe226256eef2b5c0bdf2ff57653b82ee92e12b36f,2024-08-04T17:45:13.000Z
moonwell,Aug-2024,0x69c5950df5adb7742da01d856b610a1930d9aa92,2024-08-04T01:49:01.000Z
moonwell,Aug-2024,0x198cf18567e4336c97df1ed261e1e717169dc462,2024-08-06T04:32:43.000Z
moonwell,Aug-2024,0x34bc6cf096a8ac04cb6cd6b283d8c27d3ac3b2a8,2024-08-05T01:17:51.000Z
moonwell,Aug-2024,0xf7d92dbb249ff89d57b8b0ff89d8b552b29947a2,2024-08-04T21:44:41.000Z
moonwell,Aug-2024,0xbc760badd92e327d8c4a548128017e387e380add,2024-08-05T10:43:13.000Z
moonwell,Aug-2024,0xfee6f592e7da9b955f244404c5d0d1dbe5dc7bcb,2024-08-05T01:07:53.000Z
moonwell,Aug-2024,0xb136e66f905015353e9e67353893ce832f76e108,2024-08-05T11:53:09.000Z
moonwell,Aug-2024,0x4596ee68e8fa5008a2e607c04ad9472167b46606,2024-08-05T10:16:47.000Z
moonwell,Aug-2024,0x78c9bd2d9ba9d1992d9a945b1ea2e17b58c36b80,2024-08-04T15:58:37.000Z
moonwell,Aug-2024,0x86cb4520d62f801ff5fa9ef6560f3f75299f5604,2024-08-05T01:07:53.000Z
moonwell,Aug-2024,0xddb559235e92971a410564d59fd9d6e243c25e02,2024-08-05T10:16:47.000Z
moonwell,Aug-2024,0x49b7d10a46abb647dd2afbdda67b105cba2bb17c,2024-08-04T17:11:37.000Z
moonwell,Aug-2024,0x177047bf6bce8c9dc16e4e3d6084c72d0421d3d6,2024-08-04T17:45:13.000Z
moonwell,Aug-2024,0x29a5185294df1ddfc7b495add8727ba4ec950239,2024-08-05T21:49:57.000Z
moonwell,Aug-2024,0x18d850d35fcb63cdf95e317a747d515a4429f37b,2024-08-04T16:55:47.000Z
moonwell,Aug-2024,0x6a7270f544944656cf39c13586406d66b5e5e0b5,2024-08-05T10:30:57.000Z
moonwell,Aug-2024,0x537929b43781104c4bb719c602b2005b5df9d436,2024-08-05T00:13:09.000Z
moonwell,Aug-2024,0x051a0a771bfc8df8661b6994cc6b18e3324d1e5a,2024-08-07T23:46:49.000Z
moonwell,Aug-2024,0x8e3f496799766555b824e72b2645f3bd6fe6e489,2024-08-04T21:46:43.000Z
